record,age,sex,grade,race4,qn16,qn17,qn19,qn20,qn21,qn24,qn25,qn27,qn28,qn29,qn30,qn33,qn37,qn43,qn45,qn47,qn50,qn51,qn52,qn53,qn54,qn55,qn56,qn57
1117245,6,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117246,6,1,4,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117247,6,1,3,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2
1117248,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2
1117249,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117250,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,NA,NA,1,2,2,2,2,2,2,2,2
1117251,6,1,3,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117252,6,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,2,2,2,2,2,2,2
1117253,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117254,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,1,2,2,2,2,2,2,2,2
1117255,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117256,6,1,3,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2
1117257,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117258,6,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117259,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117260,6,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117261,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1117262,6,1,3,2,1,2,2,1,2,2,2,2,2,2,2,2,NA,1,2,1,1,2,2,2,2,2,2,2
1117263,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,2,2,2,2,2,2
1117264,6,1,3,2,2,2,2,2,2,2,2,1,1,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1117265,6,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2
1117266,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2
1117267,6,1,4,3,2,2,2,2,2,2,2,1,2,1,NA,2,2,1,1,1,2,1,2,2,1,2,2,2
1117268,6,1,4,3,1,2,1,1,2,2,2,2,2,NA,NA,2,2,1,2,1,2,2,2,2,2,2,2,2
1117269,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117270,6,1,4,3,2,2,2,2,1,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1117271,6,1,3,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,NA,NA,2,2,2,2,2
1117272,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117273,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117274,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117275,6,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,1,2,2,2,2,2,2,2,2
1117276,6,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117277,6,1,3,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,2,2,2,2,2,2,2,2,2
1117278,6,1,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117279,6,1,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2
1117280,6,1,3,4,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117281,6,1,3,2,2,2,2,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117282,6,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117283,6,1,3,2,NA,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117284,6,1,3,2,2,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2
1117285,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117286,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117287,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117288,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,2,1,2,2,2,2,2,2,2,2
1117289,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117290,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117291,6,1,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117292,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1117293,6,1,4,3,2,2,2,2,2,1,1,1,1,2,2,NA,2,NA,2,2,2,1,2,2,2,2,2,2
1117294,6,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117295,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117296,6,1,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117297,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117298,6,1,4,2,2,2,2,2,1,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1117299,6,1,4,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1117300,6,1,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1117301,6,1,4,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117302,6,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,NA,2,2,2,2,2,2,2,2
1117303,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117304,6,1,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117305,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117306,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117307,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117308,6,1,4,3,2,2,2,2,2,2,1,2,1,NA,NA,2,1,2,2,1,2,2,2,2,2,2,2,2
1117309,6,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117310,6,1,4,2,2,2,2,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117311,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117312,7,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117313,7,1,4,3,2,2,2,2,2,2,2,2,2,1,2,NA,2,NA,NA,2,2,2,2,2,2,2,2,2
1117314,7,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2
1117315,7,1,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117316,7,1,NA,NA,2,2,2,1,2,2,2,2,2,2,2,NA,2,NA,NA,1,1,2,2,1,2,1,1,2
1117317,7,1,3,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2
1117318,7,1,4,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2
1117319,7,1,4,3,2,2,2,2,2,1,1,2,2,2,2,NA,1,NA,NA,1,2,1,2,2,2,1,1,2
1117320,7,1,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117321,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117322,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117323,7,1,4,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117324,7,1,4,4,2,2,2,2,2,2,2,2,1,2,2,2,NA,1,2,2,2,2,2,2,2,2,2,2
1117325,7,1,4,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1117326,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117327,7,1,4,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1117328,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117329,7,1,4,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117330,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2
1117331,7,1,4,3,2,2,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2
1117332,7,1,4,3,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117333,7,1,4,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2
1117334,7,1,4,3,1,2,2,2,2,2,2,2,2,NA,NA,2,1,1,2,1,2,2,2,2,2,2,2,2
1117335,7,1,4,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117336,7,1,4,3,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2
1117337,7,1,1,4,2,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
1117338,7,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117339,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117340,7,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1117341,7,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117342,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117343,7,1,3,3,2,NA,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2
1117344,7,1,4,3,2,2,2,2,2,2,2,1,1,2,2,NA,2,2,2,1,2,2,2,2,2,2,2,2
1117345,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
1117346,7,1,4,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117347,7,1,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117348,7,1,3,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117349,7,1,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117350,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117351,7,1,4,3,2,2,2,2,1,1,1,2,2,NA,NA,2,2,1,2,1,2,2,2,2,2,2,2,2
1117352,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117353,7,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,2,2,2,2
1117354,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2
1117355,7,1,4,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117356,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2
1117357,7,1,4,2,NA,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,1,2,2,2,2,2,2,2,2
1117358,7,1,4,3,2,2,2,2,1,1,1,2,2,NA,NA,2,NA,1,2,2,2,2,2,2,2,2,2,2
1117359,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2
1117360,7,1,4,3,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2
1117361,7,1,4,2,1,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117362,7,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,1,2,2,2,2,2,2,2,2
1117363,7,1,4,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117364,7,1,4,1,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,2,2,2,2,2,2,2,2
1117365,7,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117366,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117367,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,NA,2,NA,2,1,2,2,2,2,2,2,2,2
1117368,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117369,7,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117370,7,1,4,3,1,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
1117371,7,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117372,7,1,4,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2
1117373,7,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117374,7,1,4,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1117375,7,1,4,2,2,2,2,1,2,2,1,2,1,2,2,2,NA,2,2,1,2,2,2,2,2,2,2,2
1117376,7,1,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117377,7,1,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,NA,1,2,2,2,2,2,2,2,2
1117378,7,1,4,3,2,2,2,2,2,1,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1117379,7,1,4,2,2,1,2,1,2,NA,2,1,1,1,1,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1117380,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2
1117381,7,1,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1117382,7,1,3,2,1,2,2,2,2,2,2,1,1,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,2
1117383,7,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117384,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117385,7,1,3,2,2,2,2,1,2,2,2,2,2,NA,NA,2,2,1,2,1,1,1,1,1,2,1,2,1
1117386,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117387,7,1,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1117388,7,1,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117389,7,1,4,3,2,2,2,1,2,1,1,1,1,1,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1117390,7,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117391,7,1,4,NA,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2
1117392,7,1,4,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1117393,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117394,7,1,4,3,2,2,2,2,2,2,2,2,1,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1117395,7,1,4,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117396,7,1,4,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,1,1,2,NA,2,2,2,2,2
1117397,7,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117398,7,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117399,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117400,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117401,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117402,7,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117403,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117404,7,1,4,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,1,2,2,2,2,2,2,2,2
1117405,7,1,4,4,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117406,7,1,4,3,2,2,2,2,2,NA,1,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1117407,7,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2
1117408,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117409,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117410,7,1,4,3,NA,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117411,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117412,7,1,4,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,1,2
1117413,7,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117414,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2
1117415,7,1,3,2,2,2,2,1,2,1,1,2,2,NA,NA,1,2,1,2,1,1,2,2,2,2,2,2,2
1117416,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117417,7,1,4,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117418,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117419,7,1,4,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2
1117420,7,1,4,2,2,2,2,2,1,2,2,2,2,2,2,NA,2,1,2,2,2,2,2,2,2,2,2,2
1117421,7,1,4,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,2,1,2,2,2,2,2,2,2,2
1117422,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117423,7,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117424,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117425,7,1,3,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2
1117426,7,1,3,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117427,7,1,4,3,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1117428,7,1,4,2,NA,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,2,2,2,2,2,2,2,2,2
1117429,7,1,4,2,1,2,2,2,2,1,2,1,1,2,2,2,2,NA,2,1,2,2,2,2,2,2,1,2
1117430,7,1,4,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2
1117431,7,1,3,3,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,2,2,2,2,2,2,2,2
1117432,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117433,7,1,4,3,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2
1117434,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117435,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117436,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,2,2,2,2,2,2,2
1117437,7,1,4,3,2,2,2,2,1,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1117438,7,1,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2
1117439,7,1,4,3,NA,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117440,7,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117441,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117442,7,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
1117443,7,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2
1117444,7,1,4,3,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117445,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117446,7,1,3,2,2,2,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,1,2,1,1,1,2,1,1,1
1117447,7,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117448,7,1,4,2,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2
1117449,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117450,7,1,3,2,2,2,2,2,1,2,2,2,1,NA,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117451,7,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117452,7,1,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117453,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117454,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2
1117455,7,1,4,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1117456,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1117457,7,1,4,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117458,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1117459,7,1,4,3,2,2,2,2,1,2,2,2,2,NA,NA,1,2,1,2,1,2,2,2,2,2,2,2,2
1117460,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117461,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117462,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117463,7,1,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117464,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1117465,7,1,4,2,2,2,NA,2,2,2,2,2,2,NA,NA,2,2,1,2,1,2,2,2,2,2,2,2,2
1117466,7,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
1117467,7,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117468,7,1,4,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2
1117469,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117470,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117471,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117472,7,1,3,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
