record,age,sex,grade,race4,qn16,qn17,qn19,qn20,qn21,qn24,qn25,qn27,qn28,qn29,qn30,qn33,qn37,qn43,qn45,qn47,qn50,qn51,qn52,qn53,qn54,qn55,qn56,qn57
1116563,7,2,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116564,7,2,4,3,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,NA,1,1,2,2,1,2,2,2
1116565,7,2,4,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116566,7,2,4,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116567,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,1,2,2,2,2,1,2,2,2
1116568,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,2,2,2,2,2,2,2
1116569,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116570,7,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,NA,NA,2,2,2,2,1,2,1,2
1116571,7,2,4,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,NA,2,2,2,2,2,2,2,2,2
1116572,7,2,4,2,1,1,2,1,NA,2,2,1,1,NA,NA,1,1,NA,2,1,2,2,2,2,1,2,1,2
1116573,7,2,4,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2
1116574,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116575,7,2,4,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116576,7,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116577,7,2,4,4,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116578,7,2,4,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116579,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116580,7,2,4,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,1,1
1116581,7,2,4,2,1,1,1,2,2,NA,NA,NA,1,2,2,1,2,NA,NA,NA,1,1,2,1,1,1,1,2
1116582,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116583,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2
1116584,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
1116585,7,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116586,7,2,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116587,7,2,4,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2
1116588,1,1,3,3,1,1,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116589,3,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2
1116590,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116591,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116592,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116593,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,1,2,2,2,2,2,2,2,2
1116594,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116595,3,1,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116596,3,1,1,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116597,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116598,3,1,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116599,3,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116600,3,1,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116601,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116602,3,1,1,1,2,2,2,2,2,2,2,1,1,1,1,NA,1,1,1,1,2,2,2,2,1,2,1,2
1116603,3,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116604,3,1,1,4,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,1,2,2,2,2,2,2,2,2
1116605,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116606,3,1,1,3,2,2,2,1,2,1,1,2,2,2,2,1,2,NA,NA,1,2,1,2,2,2,2,2,2
1116607,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116608,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,2,2,2,2,2,2,2
1116609,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116610,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116611,3,1,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116612,3,1,1,3,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116613,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2
1116614,3,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
1116615,3,1,1,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116616,3,1,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116617,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116618,3,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,NA,NA,1,2,1,2,2,1,2,2,2
1116619,3,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116620,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116621,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116622,3,1,1,3,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2
1116623,3,1,1,3,2,1,2,2,2,1,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1116624,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116625,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1116626,3,1,1,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,NA,2,2,2,2,2,2,2,2
1116627,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,2,1,1,2,2,2
1116628,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116629,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116630,3,1,1,NA,1,2,1,1,1,1,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116631,3,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2
1116632,3,1,NA,2,1,1,1,1,NA,NA,NA,2,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,NA,1,2
1116633,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116634,3,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116635,3,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
1116636,3,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116637,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116638,3,1,1,3,2,2,2,2,2,1,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2
1116639,3,1,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116640,3,1,NA,2,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1
1116641,3,1,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116642,3,1,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2
1116643,3,1,1,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116644,3,1,1,NA,2,2,1,1,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,2,2,1,2
1116645,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2
1116646,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116647,3,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2
1116648,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
1116649,3,1,1,2,2,2,2,2,2,2,2,1,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116650,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116651,3,1,1,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116652,3,1,1,2,1,1,2,1,2,2,2,1,1,1,1,2,NA,1,2,1,2,2,2,2,2,2,2,2
1116653,4,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116654,4,1,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1116655,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,1,2,2,2,2,2,2,2,2
1116656,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116657,4,1,2,3,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
1116658,4,1,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1116659,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116660,4,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116661,4,1,1,4,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116662,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116663,4,1,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116664,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2
1116665,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116666,4,1,1,2,1,2,2,2,2,1,1,1,2,NA,NA,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1116667,4,1,1,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2
1116668,4,1,2,3,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2
1116669,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2
1116670,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116671,4,1,2,2,2,2,2,1,2,2,2,1,2,2,2,NA,2,1,2,1,1,2,1,2,2,1,1,NA
1116672,4,1,1,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116673,4,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116674,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116675,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116676,4,1,1,3,2,2,1,1,2,1,1,1,1,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2
1116677,4,1,1,4,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116678,4,1,1,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
1116679,4,1,1,3,2,2,2,2,2,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116680,4,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2
1116681,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116682,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116683,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116684,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116685,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116686,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116687,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116688,4,1,2,3,2,2,2,2,2,2,2,1,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116689,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116690,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116691,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116692,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116693,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,1,2,2,2,2,2,2,2,2
1116694,4,1,2,3,2,1,2,2,1,1,1,2,2,1,1,2,2,NA,NA,2,2,1,2,2,2,2,2,2
1116695,4,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,1,2,1,2,2,2,2,2,2
1116696,4,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116697,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116698,4,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116699,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116700,4,1,1,3,1,2,2,2,2,2,2,1,1,NA,NA,2,2,1,2,1,2,2,2,2,2,2,2,2
1116701,4,1,1,3,2,2,2,2,2,2,2,1,1,NA,NA,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1116702,4,1,2,2,1,2,2,2,1,2,2,2,NA,NA,NA,NA,2,2,2,1,2,2,2,2,2,2,2,2
1116703,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116704,4,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,NA,NA,1,2,1,2,2,2,2,2,2
1116705,4,1,2,3,2,2,2,2,2,2,2,1,2,NA,NA,2,2,1,2,1,2,2,2,2,2,2,2,2
1116706,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116707,4,1,2,3,1,2,2,2,2,2,1,1,2,1,2,2,2,NA,NA,1,2,2,2,2,2,2,1,2
1116708,4,1,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,1,2,2,2,2,2,2,2,2
1116709,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116710,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116711,4,1,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116712,4,1,1,3,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2
1116713,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2
1116714,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,2,2,2,2,2,2,2,NA
1116715,4,1,2,3,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116716,4,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2
1116717,4,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116718,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116719,4,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116720,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2
1116721,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116722,4,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116723,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,NA,2,2,1,2,2,2,2,2,2,2,2
1116724,4,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116725,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2
1116726,4,1,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116727,4,1,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,2,2,2,1,2
1116728,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,NA,1,1,2,2,2,2,2,2,2
1116729,4,1,2,3,2,2,2,2,2,2,2,1,1,1,2,2,NA,2,2,2,2,2,2,2,2,2,2,2
1116730,4,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116731,4,1,1,3,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116732,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2
1116733,4,1,1,3,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116734,4,1,1,3,2,1,2,2,2,1,2,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2
1116735,4,1,1,2,1,2,1,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116736,4,1,1,3,1,2,1,1,2,2,2,1,NA,1,1,NA,2,NA,NA,NA,2,1,2,1,2,2,2,2
1116737,4,1,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116738,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116739,4,1,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2
1116740,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2
1116741,4,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2
1116742,4,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,NA,2,2,1,2,2,2,2,2,2,2,2
1116743,4,1,2,3,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116744,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116745,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116746,4,1,1,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116747,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116748,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116749,4,1,2,2,2,2,2,2,2,2,1,1,1,NA,NA,2,NA,2,2,NA,2,2,2,2,2,2,2,2
1116750,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
1116751,4,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2
1116752,4,1,2,4,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,2,1,2
1116753,4,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1116754,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116755,4,1,2,2,2,2,2,1,2,2,2,2,2,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,2
1116756,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116757,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116758,4,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116759,4,1,1,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116760,4,1,1,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,NA,NA,2,2,2,2,2,2,2,1
1116761,4,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116762,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
1116763,4,1,2,2,NA,2,2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2
1116764,4,1,1,2,1,1,2,2,2,2,2,2,2,NA,NA,2,2,1,1,1,2,2,2,2,2,2,2,2
1116765,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116766,4,1,NA,3,2,1,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1
1116767,4,1,1,4,1,1,2,2,2,1,2,2,2,NA,NA,2,2,NA,NA,1,2,2,2,2,2,1,2,2
1116768,4,1,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2
1116769,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
1116770,4,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116771,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116772,4,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116773,4,1,2,4,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
1116774,4,1,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1116775,4,1,1,3,2,1,1,1,NA,NA,2,1,NA,1,NA,NA,2,NA,NA,NA,2,1,1,1,1,2,1,1
1116776,4,1,1,2,2,2,2,2,2,2,2,2,2,NA,NA,2,1,2,2,1,1,2,2,2,2,2,2,2
1116777,4,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116778,4,1,2,4,2,2,1,2,2,2,2,1,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116779,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116780,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,2,2,2,2,2,1,2
1116781,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116782,4,1,1,2,2,2,2,1,2,2,2,2,1,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116783,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116784,4,1,2,2,1,2,2,1,2,2,2,2,2,2,2,NA,2,1,2,1,2,2,2,2,2,2,2,2
1116785,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116786,4,1,2,2,2,2,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,1,NA
1116787,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116788,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116789,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2
